journal,article_number,sentence,victim_descriptions,shooter_descriptions,sentiment,descriptions,cluster
NYT,24,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.", 19 children | 19 children | 19 children teachers kill | children | children wound | two teachers,old gunman,0.04375,19 children,1
NYT,24,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.", 19 children | 19 children | 19 children teachers kill | children | children wound | two teachers,old gunman,0.04375,19 children teachers kill,14
NYT,24,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.", 19 children | 19 children | 19 children teachers kill | children | children wound | two teachers,old gunman,0.04375,children,11
NYT,24,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.", 19 children | 19 children | 19 children teachers kill | children | children wound | two teachers,old gunman,0.04375,children wound,11
NYT,24,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.", 19 children | 19 children | 19 children teachers kill | children | children wound | two teachers,old gunman,0.04375,two teachers,6
NYT,25,"Three days ago, I would have been talking about the murder of 10 people in a Buffalo grocery store.", 10 people | 10 people,,0.0,10 people,18
NYT,25,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",19 students | one of the deadliest school shootings in U.S. history | shootings | two teachers,,-0.2,19 students,7
NYT,25,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",19 students | one of the deadliest school shootings in U.S. history | shootings | two teachers,,-0.2,one of the deadliest school shootings in us history,14
NYT,25,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",19 students | one of the deadliest school shootings in U.S. history | shootings | two teachers,,-0.2,shootings,2
NYT,25,"Today, I am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history.",19 students | one of the deadliest school shootings in U.S. history | shootings | two teachers,,-0.2,two teachers,6
WSJ,1,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before he was killed by law enforcement, officials said.",19 students | 19 students adults kill | at least 19 students | teacher | two adults,,-0.0666666666666666,19 students,7
WSJ,1,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before he was killed by law enforcement, officials said.",19 students | 19 students adults kill | at least 19 students | teacher | two adults,,-0.0666666666666666,19 students adults kill,12
WSJ,1,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before he was killed by law enforcement, officials said.",19 students | 19 students adults kill | at least 19 students | teacher | two adults,,-0.0666666666666666,at least 19 students,7
WSJ,1,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before he was killed by law enforcement, officials said.",19 students | 19 students adults kill | at least 19 students | teacher | two adults,,-0.0666666666666666,teacher,13
WSJ,1,"An 18-year-old man opened fire in an elementary school here Tuesday, killing at least 19 students and two adults, including a teacher, before he was killed by law enforcement, officials said.",19 students | 19 students adults kill | at least 19 students | teacher | two adults,,-0.0666666666666666,two adults,8
WSJ,2,"The Border Patrol agent who killed the mass shooter at an elementary school here Tuesday belonged to a small, elite team that has a presence in this town and responded to calls about the incident on local police radio.",shooter kill,shooter,-0.0375,shooter kill,2
WSJ,2,"They were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.", 19 students | 19 students | massacre | two teachers,,0.0,19 students,7
WSJ,2,"They were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.", 19 students | 19 students | massacre | two teachers,,0.0,massacre,3
WSJ,2,"They were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.", 19 students | 19 students | massacre | two teachers,,0.0,two teachers,6
WSJ,2,A third killed the suspect.,suspect kill,suspect,-0.1,suspect kill,4
WSJ,3,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.", 19 children | 19 children | shootings | two teachers,,0.075,19 children,1
WSJ,3,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.", 19 children | 19 children | shootings | two teachers,,0.075,shootings,2
WSJ,3,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.", 19 children | 19 children | shootings | two teachers,,0.075,two teachers,6
WSJ,4,Rojelio was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade., 19 children | 19 children | shooting,,0.0499999999999999,19 children,1
WSJ,4,Rojelio was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade., 19 children | 19 children | shooting,,0.0499999999999999,shooting,2
WSJ,4,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, he sent tragedy ricocheting through this community.", 19 children | 19 children | 19 children teachers kill | two teachers,gunman,0.0,19 children,1
WSJ,4,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, he sent tragedy ricocheting through this community.", 19 children | 19 children | 19 children teachers kill | two teachers,gunman,0.0,19 children teachers kill,14
WSJ,4,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, he sent tragedy ricocheting through this community.", 19 children | 19 children | 19 children teachers kill | two teachers,gunman,0.0,two teachers,6
WSJ,6,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said Wednesday.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,19 students,7
WSJ,6,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said Wednesday.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,19 students teachers kill,14
WSJ,6,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said Wednesday.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,shooting,2
WSJ,6,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said Wednesday.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,two teachers,6
WSJ,9,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970.", 19 children | 19 children | two teachers,shooter,0.0777777777777777,19 children,1
WSJ,9,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970.", 19 children | 19 children | two teachers,shooter,0.0777777777777777,two teachers,6
WSJ,9,"Since then, 188 people have been killed in school shootings.",188 people | shootings,,-0.2,188 people,19
WSJ,9,"Since then, 188 people have been killed in school shootings.",188 people | shootings,,-0.2,shootings,2
WSJ,9,"With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died.", 20 children | 20 children | shooting,,0.15,20 children,1
WSJ,9,"With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died.", 20 children | 20 children | shooting,,0.15,shooting,2
WSJ,9,"In 2018, an attack at a high school in Parkland, Fla., left 17 students and staff dead.", 17 students | 17 students,,-0.0133333333333333,17 students,7
WSJ,10,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.", 19 children | 19 children | 19 children teachers kill | two teachers,deceased gunman,0.059090909090909,19 children,1
WSJ,10,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.", 19 children | 19 children | 19 children teachers kill | two teachers,deceased gunman,0.059090909090909,19 children teachers kill,14
WSJ,10,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.", 19 children | 19 children | 19 children teachers kill | two teachers,deceased gunman,0.059090909090909,two teachers,6
WSJ,10,"The police were doing nothing,"" said Angeli Rose Gomez, who after learning about the shooting drove 40 miles to Robb Elementary, where her children are in second and third grade. """,children | shooting,,0.2249999999999999,children,11
WSJ,10,"The police were doing nothing,"" said Angeli Rose Gomez, who after learning about the shooting drove 40 miles to Robb Elementary, where her children are in second and third grade. """,children | shooting,,0.2249999999999999,shooting,2
WSJ,11,"Salvador means ""savior,"" quite a name for a killer of children.",children,,0.0,children,11
WSJ,13,"The political divide played out on opposite sides of the street in downtown Houston, as NRA members lined up to hear speeches from former President Donald Trump and other gun-rights advocates, while protesters at an adjacent park said the massacre of 19 children and two teachers in Uvalde, Texas, demanded new solutions.", 19 children | 19 children | massacre | two teachers,,0.0022727272727272,19 children,1
WSJ,13,"The political divide played out on opposite sides of the street in downtown Houston, as NRA members lined up to hear speeches from former President Donald Trump and other gun-rights advocates, while protesters at an adjacent park said the massacre of 19 children and two teachers in Uvalde, Texas, demanded new solutions.", 19 children | 19 children | massacre | two teachers,,0.0022727272727272,massacre,3
WSJ,13,"The political divide played out on opposite sides of the street in downtown Houston, as NRA members lined up to hear speeches from former President Donald Trump and other gun-rights advocates, while protesters at an adjacent park said the massacre of 19 children and two teachers in Uvalde, Texas, demanded new solutions.", 19 children | 19 children | massacre | two teachers,,0.0022727272727272,two teachers,6
WSJ,14,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday.",children | shooting,gunman,0.0999999999999999,children,11
WSJ,14,"Police who responded to the mass shooting at an elementary school here waited around an hour to enter the classroom where the gunman had locked himself because a commander on scene incorrectly thought no lives were at risk despite multiple 911 calls from children inside, the director of the Texas Department of Public Safety said Friday.",children | shooting,gunman,0.0999999999999999,shooting,2
WSJ,14,Ultimately 19 children and two teachers were found dead., 19 children | 19 children | two teachers,,-0.1,19 children,1
WSJ,14,Ultimately 19 children and two teachers were found dead., 19 children | 19 children | two teachers,,-0.1,two teachers,6
WSJ,14,"From 12:03 to 12:46, he added, 911 dispatchers received numerous calls from within the classroom, including repeated calls from a child whispering that people were dead and begging: ""Please send the police now.""",child | people,,-0.1,child,11
WSJ,14,"From 12:03 to 12:46, he added, 911 dispatchers received numerous calls from within the classroom, including repeated calls from a child whispering that people were dead and begging: ""Please send the police now.""",child | people,,-0.1,people,19
WSJ,14,"A Border Patrol tactical team ultimately did so, and killed the shooter, at 12:50 p.m., he said. """,shooter kill,shooter,-0.1,shooter kill,3
WSJ,14,"Obviously, based upon the information we have, children in that classroom were at risk, and it was in fact still an active shooter . . .",children,active shooter,-0.0666666666666666,children,11
WSJ,16,"The gunman who killed 19 students and two teachers at an elementary school in Uvalde, Texas, had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,19 students,7
WSJ,16,"The gunman who killed 19 students and two teachers at an elementary school in Uvalde, Texas, had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,19 students teachers kill,14
WSJ,16,"The gunman who killed 19 students and two teachers at an elementary school in Uvalde, Texas, had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,shooting,2
WSJ,16,"The gunman who killed 19 students and two teachers at an elementary school in Uvalde, Texas, had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about his intention to commit the mass shooting minutes before driving there, officials said.", 19 students | 19 students | 19 students teachers kill | shooting | two teachers,gunman,0.0333333333333333,two teachers,6
WSJ,16,"An Iranian Revolutionary Guard officer who was shot dead in Tehran on Sunday led the group's efforts to assassinate opponents of Iran around the world, according to people familiar with the matter.",people,,0.0875,people,19
WSJ,17,"Police have been vilified nationwide these past two years for excessive use of force, so there's no small irony in the criticism raining down on police in Uvalde, Texas, for waiting outside Robb Elementary School while Salvador Ramos was barricaded inside a classroom where he had murdered 19 children. """, 19 children | 19 children | 19 children murder,no small irony in the criticism raining down on police in Uvalde Texas,-0.0384259259259259,19 children,1
WSJ,17,"Police have been vilified nationwide these past two years for excessive use of force, so there's no small irony in the criticism raining down on police in Uvalde, Texas, for waiting outside Robb Elementary School while Salvador Ramos was barricaded inside a classroom where he had murdered 19 children. """, 19 children | 19 children | 19 children murder,no small irony in the criticism raining down on police in Uvalde Texas,-0.0384259259259259,19 children murder,12
WSJ,17,"Obviously, based upon the information we have, children in that classroom were at risk and it was in fact still an active shooter . . .",children,active shooter,-0.0666666666666666,children,11
WSJ,17,"In the event, a tactical team from Customs and Border Protection arrived, stormed the classroom, and killed Ramos.",Ramos kill,,-0.2,ramos kill,4
WSJ,20,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?,31 people | over 31 people | shootings,teenage gunmen,-0.0714285714285714,31 people,19
WSJ,20,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?,31 people | over 31 people | shootings,teenage gunmen,-0.0714285714285714,over 31 people,19
WSJ,20,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?,31 people | over 31 people | shootings,teenage gunmen,-0.0714285714285714,shootings,2
WSJ,21,"Schools around the country say they are tightening campus security in the wake of the mass shooting that claimed the lives of 19 children and two teachers in Uvalde, Texas.", 19 children | 19 children | shooting | two teachers,,0.0,19 children,1
WSJ,21,"Schools around the country say they are tightening campus security in the wake of the mass shooting that claimed the lives of 19 children and two teachers in Uvalde, Texas.", 19 children | 19 children | shooting | two teachers,,0.0,shooting,2
WSJ,21,"Schools around the country say they are tightening campus security in the wake of the mass shooting that claimed the lives of 19 children and two teachers in Uvalde, Texas.", 19 children | 19 children | shooting | two teachers,,0.0,two teachers,6
WSJ,23,"Ultimately, 19 children and two teachers were killed.",19 children | two teachers,,-0.1,19 children,1
WSJ,23,"Ultimately, 19 children and two teachers were killed.",19 children | two teachers,,-0.1,two teachers,6
